"<a href=""https://www.youtube.com/watch?v=wVvT4Eu2Ll0&amp;t=307"">5:07</a> 지금봐도 웃기다 ㅋㅋ"
"<a href=""https://www.youtube.com/watch?v=wVvT4Eu2Ll0&amp;t=392"">6:32</a> 장조개발쪄 장조개발쪄"
"<a href=""https://www.youtube.com/watch?v=wVvT4Eu2Ll0&amp;t=411"">6:51</a> 오"
"<a href=""https://www.youtube.com/watch?v=wVvT4Eu2Ll0&amp;t=413"">6:53</a> 평생 못가지실 예정ㅋㅋ(아니다)<br><a href=""https://www.youtube.com/watch?v=wVvT4Eu2Ll0&amp;t=655"">10:55</a> 진짜 우정..<br>너무 부러워요 이렇게 든든한..ㅋㅋ<br>좋은 친구가 있다는것만으로도 너무 부러워요..<br>저도 그런 친구가 한명 있었으면 하네요ㅠㅠ😊❤"
"<a href=""https://www.youtube.com/watch?v=xf85j4Oo8sI&amp;t=103"">1:43</a> 사람 캐릭터 없다고 냅다 의자로 아빠라는거 개웃기네ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ"
"<a href=""https://www.youtube.com/watch?v=xf85j4Oo8sI&amp;t=110"">1:50</a> 추락의 해부"
"<a href=""https://www.youtube.com/watch?v=xf85j4Oo8sI&amp;t=111"">1:51</a> 번개 맞는것도 아니고 떨어진다는게 진짜 지대웃김ㅋㅋㅋㅋㅋ7:8 하울의 움직이는 성"
"<a href=""https://www.youtube.com/watch?v=xf85j4Oo8sI&amp;t=265"">4:25</a> <a href=""https://www.youtube.com/watch?v=xf85j4Oo8sI&amp;t=415"">6:55</a> <a href=""https://www.youtube.com/watch?v=xf85j4Oo8sI&amp;t=488"">8:08</a> 편집 개웃기네ㅋㅋㅋㄱㅋㅋㅋㅋㄱㅋㅋㅋㅋㄱㅋㅋㅋ"
"<a href=""https://www.youtube.com/watch?v=xf85j4Oo8sI&amp;t=408"">6:48</a> 여기부터 개웃기네 진짜ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ"
"<a href=""https://www.youtube.com/watch?v=xf85j4Oo8sI&amp;t=409"">6:49</a> 아니 생방때 엄청난 구타를 받긴했는데 모아서보니깐 개웃기네.."
"<a href=""https://www.youtube.com/watch?v=xf85j4Oo8sI&amp;t=41"">0:41</a> 잠만…이거 문열때 집 물바다 각..?"
"<a href=""https://www.youtube.com/watch?v=xf85j4Oo8sI&amp;t=410"">6:50</a> 편집 진심 개웃기네ㅠㅠ 수많은 질타에도 꿋꿋한 건축가"
"<a href=""https://www.youtube.com/watch?v=xf85j4Oo8sI&amp;t=415"">6:55</a> 공룡 억까당한 거 지금까지 품고잇엇구나....."
"<a href=""https://www.youtube.com/watch?v=xf85j4Oo8sI&amp;t=415"">6:55</a> 악플도네에도 꿋꿋히 건축하는 방장 미쳤다"
"<a href=""https://www.youtube.com/watch?v=xf85j4Oo8sI&amp;t=419"">6:59</a> 지을 때부터 민원이 엄청 들어오는 호텔인데 짓고 나서는 얼마나 들어올까.."
"<a href=""https://www.youtube.com/watch?v=xf85j4Oo8sI&amp;t=423"">7:03</a> 하울의 움직이는 성....?"
"<a href=""https://www.youtube.com/watch?v=xf85j4Oo8sI&amp;t=424"">7:04</a> 이걸 보자마자 와르르맨션밖에<br>안떠올랐다"
"<a href=""https://www.youtube.com/watch?v=xf85j4Oo8sI&amp;t=424"">7:04</a> 하울에 움직이는 성 그거 닮았는데…?"
"<a href=""https://www.youtube.com/watch?v=xf85j4Oo8sI&amp;t=425"">7:05</a> 하울의 움직이는 성을 만들어놨네"
"<a href=""https://www.youtube.com/watch?v=xf85j4Oo8sI&amp;t=449"">7:29</a> 그냥 말문이 막히는 컨셉ㅋㅎ"
"<a href=""https://www.youtube.com/watch?v=xf85j4Oo8sI&amp;t=459"">7:39</a> 충격적이였지....,,"
"<a href=""https://www.youtube.com/watch?v=xf85j4Oo8sI&amp;t=471"">7:51</a> 귀신의 집 같네ㅋㅋㅋㅋㅋㅋ"
"<a href=""https://www.youtube.com/watch?v=xf85j4Oo8sI&amp;t=487"">8:07</a> 아직도 노트북 배경화면으로 쓰는 중인데 계속보니 좀 귀여움 ㅋㅋ"
"<a href=""https://www.youtube.com/watch?v=xf85j4Oo8sI&amp;t=491"">8:11</a> 예쁘다니까 배경화면으로 써야지"
"<a href=""https://www.youtube.com/watch?v=xf85j4Oo8sI&amp;t=54"">0:54</a> 낙석 ㅋㅋㅋ 쉣 ㅋㅋ"
"<a href=""https://www.youtube.com/watch?v=xf85j4Oo8sI&amp;t=61"">1:01</a> 이렇게 갑자기 시작하는 공룡의 옛날이야기 같은거 개좋음요ㅋㅋㅋbb"
"<a href=""https://www.youtube.com/watch?v=xf85j4Oo8sI&amp;t=62"">1:02</a> 룡님 스토리텔링이 기가 막힘ㅋㅋㅋㅋㅋㅋㅋㅋ이 맛에 룡님 영상 봅니다"
"<a href=""https://www.youtube.com/watch?v=xf85j4Oo8sI&amp;t=94"">1:34</a> 한 남자의 드라마틱한 이야기"
"<a href=""https://www.youtube.com/watch?v=ykX7kay-mJo&amp;t=107"">1:47</a> 사이코지만 스타일리쉬한 고무녕<br><a href=""https://www.youtube.com/watch?v=ykX7kay-mJo&amp;t=108"">1:48</a> 사이코를 사랑하는 문폭스"
"<a href=""https://www.youtube.com/watch?v=ykX7kay-mJo&amp;t=129"">2:09</a> 색감의 마술사: ㅌ챠란~ 색감이 사라졌습니다!"
"<a href=""https://www.youtube.com/watch?v=ykX7kay-mJo&amp;t=159"">2:39</a> 입에도 물고있으면 완벽했는데"
"<a href=""https://www.youtube.com/watch?v=ykX7kay-mJo&amp;t=170"">2:50</a> 붙임머리 시작ㅋㅋ<br>이게 바로 공룡님의 개성?"
"<a href=""https://www.youtube.com/watch?v=ykX7kay-mJo&amp;t=174"">2:54</a> <br>공룡 이상형이 어떤사람인지 잘 보여주는 영상."
"<a href=""https://www.youtube.com/watch?v=ykX7kay-mJo&amp;t=174"">2:54</a> 붙임머리ㅋㅋㅋㅋ<br><a href=""https://www.youtube.com/watch?v=ykX7kay-mJo&amp;t=382"">6:22</a> 붙임머리2ㅋㅋㅋㅋㅋ<br>붙임머리 나올때마다 뿜었닼ㅋㅋㅋ"
"<a href=""https://www.youtube.com/watch?v=ykX7kay-mJo&amp;t=180"">3:00</a> 겨드랑이 붙였으면 완벽"
"<a href=""https://www.youtube.com/watch?v=ykX7kay-mJo&amp;t=180"">3:00</a> 눈을 포기한다!"
"<a href=""https://www.youtube.com/watch?v=ykX7kay-mJo&amp;t=213"">3:33</a> 내 친구 찐으로 저래 입는데... 공룡님이랑 잘 맞겠군요?"
"<a href=""https://www.youtube.com/watch?v=ykX7kay-mJo&amp;t=214"">3:34</a> 닛몰캐쉬냐고 ㅋㅋㅋㅋㅋㅋㅋㅋ"
"<a href=""https://www.youtube.com/watch?v=ykX7kay-mJo&amp;t=22"">0:22</a>...아니지..?....<br><br><br><br><br><br>생각을하는데<br><a href=""https://www.youtube.com/watch?v=ykX7kay-mJo&amp;t=36"">0:36</a> ;; 진짜로 하내?ㅎㅎ"
"<a href=""https://www.youtube.com/watch?v=ykX7kay-mJo&amp;t=258"">4:18</a> 아니 어째서 백화점에서 순대국밥을 사오는건가요ㅋㅋㅋㅋㅋ"
"<a href=""https://www.youtube.com/watch?v=ykX7kay-mJo&amp;t=263"">4:23</a> 가방을 목에 거시려고 하셨어 ㅋㅋㅋㅋ"
"<a href=""https://www.youtube.com/watch?v=ykX7kay-mJo&amp;t=271"">4:31</a> 이거 룡님 스타일!?!?"
"<a href=""https://www.youtube.com/watch?v=ykX7kay-mJo&amp;t=307"">5:07</a> 쓸데없이 개 디테일해ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ<br><a href=""https://www.youtube.com/watch?v=ykX7kay-mJo&amp;t=402"">6:42</a> 여기도 쓸데없어ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ"
"<a href=""https://www.youtube.com/watch?v=ykX7kay-mJo&amp;t=307"">5:07</a> 옷입히기 게임 하기전에 나혼자 온갖 스토리 다 짜고 하는거 나만 그런게 아니였네ㅋㅋㅋㅋㅋㅋㅋㅋ"
"<a href=""https://www.youtube.com/watch?v=ykX7kay-mJo&amp;t=309"">5:09</a> , <a href=""https://www.youtube.com/watch?v=ykX7kay-mJo&amp;t=403"">6:43</a> 스토리 구상 하나는 정말 빠르시네요 ㅋㅋㅋ<br><del>내 이름은 아부디토스</del>"
"<a href=""https://www.youtube.com/watch?v=ykX7kay-mJo&amp;t=360"">06:00</a> 와우 신개념 오목패션;;"
"<a href=""https://www.youtube.com/watch?v=ykX7kay-mJo&amp;t=366"">06:06</a> 모나미볼펜?ㅋㅋㅋ"
"<a href=""https://www.youtube.com/watch?v=ykX7kay-mJo&amp;t=366"">6:06</a> &quot;흑백흑 조합으로&quot; = &quot;모나미펜 조합으로&quot;"
"<a href=""https://www.youtube.com/watch?v=ykX7kay-mJo&amp;t=370"">6:10</a> 채팅창에 오레옼ㅋㅋㅋㅋㅋㅋㅋ"
"<a href=""https://www.youtube.com/watch?v=ykX7kay-mJo&amp;t=370"">6:10</a> This a OREO style"
"<a href=""https://www.youtube.com/watch?v=ykX7kay-mJo&amp;t=381"">6:21</a> 터키아이스크림이누 ㅋㅋㅋ"
"<a href=""https://www.youtube.com/watch?v=ykX7kay-mJo&amp;t=382"">6:22</a> 쇼미더머리"
"<a href=""https://www.youtube.com/watch?v=ykX7kay-mJo&amp;t=383"">6:23</a> 3단 초코 아이스크림인가여;;ㄷㄷ<br>아래가 그 초콜릿 중에서도 쓴 그 먼진 모르겠는데 그 초콜릿이고 두번째가 걍 초코고 3번째가 티라미슈인거임ㅋㅋㅋ"
"<a href=""https://www.youtube.com/watch?v=ykX7kay-mJo&amp;t=383"">6:23</a> 심슨 엄마..?"
"<a href=""https://www.youtube.com/watch?v=ykX7kay-mJo&amp;t=383"">6:23</a> 심슨에 나올것같이생겼네"
"<a href=""https://www.youtube.com/watch?v=ykX7kay-mJo&amp;t=383"">6:23</a> 아이스크림 콘에 아이스크림 3개 쌓아놓은거 아닌가열 ㅋㅋ"
"<a href=""https://www.youtube.com/watch?v=ykX7kay-mJo&amp;t=383"">6:23</a><br>3단 아이스크림"
"<a href=""https://www.youtube.com/watch?v=ykX7kay-mJo&amp;t=384"">6:24</a>  아니 아이스크림 초코,딸기,아몬듴ㄹㅋㄹㅋㄹㅋㄹㅋㄹ 닮았어욬ㄹㅋㄹ"
"<a href=""https://www.youtube.com/watch?v=ykX7kay-mJo&amp;t=384"">6:24</a>  아이스크림 머리"
"<a href=""https://www.youtube.com/watch?v=ykX7kay-mJo&amp;t=384"">6:24</a> 삼단 아이스크림 ㅋㅋㅋㅋㅋㅋㅋ<br><br>+무,뭐야? 좋아요 왜이러케 높아???"
"<a href=""https://www.youtube.com/watch?v=ykX7kay-mJo&amp;t=384"">6:24</a> 심슨아님?ㅋㅋㅋㅋ"
"<a href=""https://www.youtube.com/watch?v=ykX7kay-mJo&amp;t=385"">6:25</a> 삼단 아이스크림ㅋㅋ"
"<a href=""https://www.youtube.com/watch?v=ykX7kay-mJo&amp;t=386"">6:26</a> 3단 아이스크림"
"<a href=""https://www.youtube.com/watch?v=ykX7kay-mJo&amp;t=386"">6:26</a> 와!콘아이스크림 초코다!!맛있겠다"
"<a href=""https://www.youtube.com/watch?v=ykX7kay-mJo&amp;t=387"">6:27</a> 새로나온 소프트콘 컷"
"<a href=""https://www.youtube.com/watch?v=ykX7kay-mJo&amp;t=388"">6:28</a> 아이스크림 패션 머리ㅋㅋㅋㅋㅋㅎㅎㅎㅎㅎ"
"<a href=""https://www.youtube.com/watch?v=ykX7kay-mJo&amp;t=43"">0:43</a> 짝남이 되고 싶으면 이렇게 생겨봐 아닌가 ㅋㅋㅎㅋㅋㅎㅋㅎㅋ"
"<a href=""https://www.youtube.com/watch?v=ykX7kay-mJo&amp;t=440"">7:20</a> 시나리오만 잘쓰는 스타일리스트인가"
"<a href=""https://www.youtube.com/watch?v=ykX7kay-mJo&amp;t=454"">7:34</a> 바지도 까주세ㅇ........퍼퍼ㅓ퍼퍼퍼퍼ㅓ퍼퍼퍽"
"<a href=""https://www.youtube.com/watch?v=ykX7kay-mJo&amp;t=467"">7:47</a> 아니 엔드카드 뭔뎈ㅋㅋㅋㅋㅋ"
"<a href=""https://www.youtube.com/watch?v=ykX7kay-mJo&amp;t=473"">7:53</a> 아 미쳤나봐 ㅋㅋㅋㅋㅋㅋㅋㄱㅋㄱㅋㅋㄱㅋㅋㅋㅋ"
"<a href=""https://www.youtube.com/watch?v=ykX7kay-mJo&amp;t=473"">7:53</a>-누나 오늘 좀 스타일리쉬한 것 같네?<br><a href=""https://www.youtube.com/watch?v=ykX7kay-mJo&amp;t=475"">7:55</a>-🐔쳐<br>ㄹㅇㅋㅋ"
"<a href=""https://www.youtube.com/watch?v=ykX7kay-mJo&amp;t=48"">0:48</a> 아니 왜 대낮에 거리한복판에서 옷을입냐고ㅋㅋ"
"<a href=""https://www.youtube.com/watch?v=ykX7kay-mJo&amp;t=54"">0:54</a> 당신....패션센스가 어쩜...........크흡..."
"<a href=""https://www.youtube.com/watch?v=ykX7kay-mJo&amp;t=72"">1:12</a> 그건 바로 질.투.심 때문 입니다^"
"<a href=""https://www.youtube.com/watch?v=ykX7kay-mJo&amp;t=91"">1:31</a> 진한눈썹=각별<br>ㅋㅎㅋㅎ"
"<a href=""https://www.youtube.com/watch?v=yVXduYLyT08&amp;t=1290"">21:30</a> 아니 이거 맨위꺼 너무 개발자가 쓴거같잖아요 ㅋㅋㅋㅋㅋㅋㅋ<br>([서버 로그아웃 시 위치 노출 위험]을 제거하고자) ([파일런 빛을 제거하는 행위] 방지책으로) [파일런 활성화 이후 비활성화 시] 자동으로 파일런이파괴도빈디ㅏ"
"<a href=""https://www.youtube.com/watch?v=yVXduYLyT08&amp;t=275"">4:35</a>   아무리 생각해도 이거 너무 어이없고 웃김 ㅋㅋㅋㅋㄱ<a href=""UCWf4QKgnTyvmehcRqw-JldQ/RWMdZNanDOiJ_9EP-_60oAQ""></a><br><br><a href=""https://www.youtube.com/watch?v=yVXduYLyT08&amp;t=728"">12:08</a><br><a href=""https://www.youtube.com/watch?v=yVXduYLyT08&amp;t=940"">15:40</a><br><br>룡님 많이 놀라시네요"
"<a href=""https://www.youtube.com/watch?v=yVXduYLyT08&amp;t=391"">6:31</a> 멘트미치겟다 역시 고래피셜 예능감만점"
"<a href=""https://www.youtube.com/watch?v=yVXduYLyT08&amp;t=393"">6:33</a> 굴착소년 쿵 ㅋㅋㅋㅋ"
"<a href=""https://www.youtube.com/watch?v=yVXduYLyT08&amp;t=503"">8:23</a>"
"<a href=""https://www.youtube.com/watch?v=ZxDvNkmht0Y&amp;t=1105"">18:25</a>바다마녀 모델링이 진짜 너무 이뻤고,<br><a href=""https://www.youtube.com/watch?v=ZxDvNkmht0Y&amp;t=1178"">19:38</a>눈의 여왕 말뚝으로 선택될경우 저렇게 화려한 연출이 있다는게 이쁘면서 동시에 아쉽네요...<br>그래도 메리골드 진짜 잘 봤습니다! 몰입감도 잘 되어었고, 보는내내 긴장감이 끊이기않게 기획한 룡님이 진짜 대단하셨어요..ㅠㅠ"
"<a href=""https://www.youtube.com/watch?v=ZxDvNkmht0Y&amp;t=1198"">19:58</a> 아니 이땐 상상에 맞긴다고 하시고 ㅋㅋㅋㅋ 진짜는 성냥이였군요"
"<a href=""https://www.youtube.com/watch?v=ZxDvNkmht0Y&amp;t=1252"">20:52</a> &quot;떨어지는 새는 날 수 있다&quot;라는 힌트를 여기 심어둔 거 같아요. 각별 님께서 이거 보려다 떨어지신 거 아닌지"
"<a href=""https://www.youtube.com/watch?v=ZxDvNkmht0Y&amp;t=1253"">20:53</a> 이 깃털이 진짜 탑에 대한 단서에 새 관련된 단서가 있어서 있는거 같아요!"
"<a href=""https://www.youtube.com/watch?v=ZxDvNkmht0Y&amp;t=1547"">25:47</a> 멋지다.."
"<a href=""https://www.youtube.com/watch?v=ZxDvNkmht0Y&amp;t=197"">3:17</a> 할까 말까 뭔가 이해되는 부분이라 웃기면서 공감이 되네요.. 덩기덕 쿵 덕 너무 웃겨요 그리고 수고하셨어요!!"
"<a href=""https://www.youtube.com/watch?v=ZxDvNkmht0Y&amp;t=252"">4:12</a> 어쩐지 공룡님 먼저가시더라고요"
"<a href=""https://www.youtube.com/watch?v=ZxDvNkmht0Y&amp;t=292"">4:52</a> 이런 분석이 진짜 중요했던 거 같아요 왜냐면 제가 예전에 두번째에 해당하는데 이번을 기회로 다시 보게됐거든요 덕분에 이런저런 재밌는 영상들을 볼 수 있게 되어 정말 좋습니다🥹"
"<a href=""https://www.youtube.com/watch?v=ZxDvNkmht0Y&amp;t=888"">14:48</a> <a href=""https://www.youtube.com/watch?v=ZxDvNkmht0Y&amp;t=1199"">19:59</a> 생방에서는 분명 상상에 맡기겠습니다 라고했던거 같은데 편집 자연스럽네 ㅋㅋ"
"<a href=""UCWf4QKgnTyvmehcRqw-JldQ/RWMdZJ6oDOiJ_9EP-_60oAQ""></a><a href=""UCWf4QKgnTyvmehcRqw-JldQ/RWMdZJ6oDOiJ_9EP-_60oAQ""></a><a href=""UCWf4QKgnTyvmehcRqw-JldQ/RWMdZJ6oDOiJ_9EP-_60oAQ""></a><a href=""UCWf4QKgnTyvmehcRqw-JldQ/RWMdZPunDOiJ_9EP-_60oAQ""></a>"
"<a href=""UCWf4QKgnTyvmehcRqw-JldQ/RWMdZKynDOiJ_9EP-_60oAQ""></a>"
"<a href=""UCWf4QKgnTyvmehcRqw-JldQ/RWMdZPunDOiJ_9EP-_60oAQ""></a>"
"<b><a href=""https://www.youtube.com/watch?v=gwwUNhsT25U&amp;t=1266"">21:06</a></b><b> ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ</b>"
"<b>스포</b> 댓글을 조심해 주세요<a href=""UCWf4QKgnTyvmehcRqw-JldQ/RWMdZLGpDOiJ_9EP-_60oAQ""></a><br><br>매주 주말에 업로드 될 예정입니다<a href=""UCWf4QKgnTyvmehcRqw-JldQ/RWMdZOOpDOiJ_9EP-_60oAQ""></a>"
❤
"❤❤<a href=""UCWf4QKgnTyvmehcRqw-JldQ/RWMdZPunDOiJ_9EP-_60oAQ""></a><a href=""UCWf4QKgnTyvmehcRqw-JldQ/RWMdZPunDOiJ_9EP-_60oAQ""></a>"
❤❤❤
❤❤❤❤❤
🎉🎉
🎉🎉🎉🎉🎉🎉5🎉0🎉만🎉 축🎉하🎉합🎉니🎉다 🎉🎉🎉🎉🎉🎉
😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😂😂😁😁
😂
😂🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉<br>잠뜰 님 너무 재밌어요
😅
1000만 다이아 가자!777
12월 31일날 룡님 올릴때 정확히 같은 증상으로 병원 갔다왔어요(위 만하고 아래는 아님 ㅋㅋ)
2023년 마지막 기념으로 장염썰 올리시는 룡님 2024년에는 장염 걸리지 마십시요
2023년을 공룡님×잠뜰님의 달력으로 시작하는 건데 안 살수가요.. 귀하디 귀한 굿즈인데 당연히 샀어요!
2024 새해부터 장염 썰로 인급동 간 공룡 폼 ㅁㅊㄷ
"2024년 달력 나올 줄 알았는데.. 2023년에 나왔길래 바로 달려가 샀습니다ㅋㅋㅋㅋ 아닛!! 일러스트도 넘 예쁘구 적당한 크기와 귀여운 스티커까지 있다니..!! 안 살 수가 없잖아?!!ㅋㅋㅋㅋ 달력 정말 예쁘게 만들어주신 디자이너님, 공룡님, 잠뜰님 모두 감사합니다아!!"
2024달력도 제작해주세용!!!
24시간 공포게임만 해주셨으면 좋겠다*^^* 룡님의 드립과 리액션으로 재ㅁ밌게보ㅑㅆ습니댴ㅎㅋㅎㅋㅎㅋㅎㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 아 개재밋
2분😊
2분22초에갈색판다0.007%로나오는건데;;;
2시간 30분 짜리 였던 영상을 39분으로 줄이 신 편집자님 존경합니다😆
2시간짜리를 40분으로 줄이신 편집자분 대단해👍
2주만에 올리는 영상 세 개가 재업로드인 공룡 폼ㅁㅊㄸ
2편 궁금했는데 이렇게 올려주시면 나이스합니다..ㅎ 감사합니당
2편 나오면 좋겠당
2편 예고 너무 하찮아서 뻘하게 터졌넼ㅋㅋㅋㅋㅋㅋㅋ공룡 사랑해
3시간동안 시간이 흐르는 것도 모르고 봤을때<br>캐릭터나 장치 배경같은 것이 되게 눈에 뛰고<br>멋있어서 제작자가 누군지 궁금했는데<br>룡님일진 몰랐네여
3챕터 나왔으니깐 뭘 해야하지 아시죠??
4 나올 때도 할 거조?😁
4개월 전꺼긴 한데 <br>공룡 그림 개 잘 그리세😅
4번째인데 심심하면 계속 보러 오게 됨..
5000만이 되는 그 날까지
"50만 구독자 달성 축하드립니다!!<a href=""UCWf4QKgnTyvmehcRqw-JldQ/sBE1ZLLcH-eM_9EPx8m90As""></a><a href=""UCWf4QKgnTyvmehcRqw-JldQ/RWMdZJSqDOiJ_9EP-_60oAQ""></a><a href=""UCWf4QKgnTyvmehcRqw-JldQ/sBE1ZNHcH-eM_9EPx8m90As""></a><br>그리고  <a href=""https://www.youtube.com/watch?v=yVXduYLyT08&amp;t=292"">4:52</a>  이건 다시봐도 레전드다ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ개웃김ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ"
50만 미리 축하드립니다!
50만 진심으로 축하드립다❤
50만 ㅊㅋㅊㅋ 오늘 썸네일 귀엽네요 ㅎ
50만 추카드려요!!♥︎
"50만 축하 감사드립니다 <a href=""UCWf4QKgnTyvmehcRqw-JldQ/sBE1ZNHcH-eM_9EPx8m90As""></a><br><br><a href=""UCWf4QKgnTyvmehcRqw-JldQ/RWMdZOOpDOiJ_9EP-_60oAQ""></a>"
50만 축하드려요 ~ 🎉🎉
50만 축하드려요 꼭 100만까지<br>건강하게 정진하시길 바래요😊
50만 축하드려요 룡님🫶🏻<br>이 순간을 함께하다니 감동입니다
50만 축하드려요 ㅠ🎉🎉🎉🎉!!!
50만 축하드려요!
50만 축하드려요~
50만 축하드려요~ \^*^/
50만 축하드려요🎉 정말 재밌게 보고 있어요😊
50만 축하드려요🎉🎉 정말 재밌게 보고있어요
"50만 축하드려요🎉🎉<a href=""UCWf4QKgnTyvmehcRqw-JldQ/RWMdZPunDOiJ_9EP-_60oAQ""></a><a href=""UCWf4QKgnTyvmehcRqw-JldQ/sBE1ZLLcH-eM_9EPx8m90As""></a>"
50만 축하드립니다
50만 축하드립니다!
50만 축하드립니다!!!
50만 축하드립니다!!!!!!!!!!
50만 축하드립니다!!!!❤❤
50만 축하합니다
50만 축하합니다 이대로 100만 까지 드가자!!
50만 축하해요🎉🎉🎉🎉
50만 축하ㅏㅏ <br>꾸준히 올려주셔서 감사해요!!🎉🎉
50만!!!!!!!축축축
50만명 진짜 축하드립니다!!!! 너무 기다렸습니다..
50만명 축하해요~~!!🥳🎉🎈🎂
50만축
50만축하드려요 룡님 앞으로 건강도 챙기고 악플 무시하시고 뜰팁분들이랑 영원히 행복하개 지내세요🎉
50만축하드려요 룡님ㅠㅠㅠㅠ제사춘기를책임지셔주셧어요.. 이대로 백만까지 화이팅ㅜㅜㅜ
50만축하드려요🎉🎉🎉🎉😊😊😊공룡님너무 귀여워요😊😊
50만축하드립니다
50만축하드립니다🎉🎉🎉 오늘도 내일도 재미있게 보고가요..!😊😊
5번도 넘게 본 공포게임인데 공룡님 덕분에 다시 한 번 생동감이랑 긴장감 얻고 갑니다 ㅋㅋ 공룡님 때문에 놀라지도 않던 장면에서 덜컥 놀랐어요 ㅋㅋㅋ
5분30~5분35초 엔더 차원문 12개를 16개라고 말하셨어요
"6월 부터 유튜브 재가동 <a href=""UCWf4QKgnTyvmehcRqw-JldQ/RWMdZKynDOiJ_9EP-_60oAQ""></a>"
8분57초에 그 자동차는....!!!!!!!!!!<br><br><br><br><br><br><br><br><br><br><br><br><br><br><br>카마로군요..! 쉐보레...
95빠
98만회….. 공룡 폼미
ㄱㅇㄱㅇ
가격도 엄청 부담스럽지 않아서 살 때 마음이 편했어요^^ 달력 집에 걸었는데 짱짱 이쁘고스티커도 떼서 사용할 수가 없겠드라구요ㅋㅋㅋ 23년 룡님 뜰님 달력 보면서 행복해질 거 같습니당~^^
가장 불쌍한건 코마도 예엥도아닌 <br>플레그다....
가족들 진짜 다 귀엽다ㅋㅋㅋㅋ
각 님꺼 보고 바로 왔는데 역시 다 재밌네요 ㅋㅋㅋㅋ
각 팀마다 특유의 분위기가 있는데 여긴 살짝 개그 만화? 같은 느낌 역시 예능팀이다~ ㅋㅋㅋㅋ
각님 저정도면 진짜 광고비받고 광고하는 거 아니냐고 ㅋㅋㅋ
각님 표정이 웰케 웃기지..
각별 나락 ㅋㅋㅋㅋㅋㅋㅋㅋ
각별 다음으로 콘티 짜서 상황극 만든 분
각별님 만드는 과정 봤는데 대단하시다 …
각별님 저 빨간양털 소녀 컨셉 왤케 찰떡이냐 ㅋㅋ 왜이렇게 잘만들었어 ㅋㅋㅋㅋ 각별 짤 캐릭 댕웃겨
각별님이 만든건 너무 대놓고 돈내놔 냄새나고 버그도 많음ㅋㅋ<br>공룡님 꼭 각별님 이겨줘요ㅋㅋ
각별님이 테라리아를!!!
각별이랑 대화하는게 진짜 정확한 비지니스잖아 ㅋㅋㅋ
각스라이팅 실력은 갈수록 늘어만 간다...
간만에 영상이네ㅋㅋㅋㅋ <br>재가동 반갑다구 유튜브를 접은게 아니였네
갈매기 학파분 게임을 끝내주셔서 감사합니다
갈색 판다가있네
감사합니다 오랜만에 다시 정주행 하겠습니다
감자 하는법 몰라서 그냥 움직이는데 대모 룡님 안 죽인게 더 웃겨ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅠㅠ
감자 할때 채팅창 난리났는뎈ㅋ &quot;f눌러요!!!!!&quot; &quot;F키!!!!!!&quot; &quot;조짐&quot; &quot;가만히있는거 아니에요!!!!&quot; &quot;Ffffff&quot; &quot;ㅋㅋㅋㅋㅋㅋ&quot; 이러면서 난리났는뎈ㅋㅋ 뒤 늦게 알아차리신 룡님은... 이미 가셨다...
감자 f ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 챗좀 보시라고요 ㅠㅠ
감자깎는거 진짜 계속봐도 킬포임<br>채팅창에 조졌다 계속올라옴ㅠㅠㅠㅠㅠ
갑자기 공룡님이 영상 올리시길래 깜놀했다...
갑자기 이게 왜 알고리즘에 뜨지 외국인 유튜버 영상으로 이겜 보고있었는데
같은 게임 같은 멤버<br>다른 시점으로 볼수 있으니<br>너무 좋습니다!
같이 동맹하는것도 멋있고 스릴있고 혼자서 터트린 것도 ㄹㅈㄷ ㅋㅋㅋ
개 웃기다.ㅋㅋㅋㅋㅋㅋㅋ
개같이 달려왔다면 개추
개꿀잼
개낭만있다 진짜ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
개방소속이라는 댓글 너무 웃김ㅋㅋㅋㅋㅋ 아 근데 진짜 개방이얔ㅋㅋ 다른데는 최적화된 문명 맞고있는데 여기는 아직 산업화도 안 맞앗엌ㅋㅋㅋㅋㅋ
개웃겨서 또봄ㅋㅋㅋㅋ 한 세번째 보는데도 너무 웃겨요
개웃기네 장염썰이 인급동인게 박박웃김 ㅠㅠ
개웃기넼ㅋㅋㅋㅋㅋㅋ
개웃긴다 진짜.. 최고야 역시..
개인적으로 3주차 썸네일 좋음. 간지랑 귀여움을 둘다 챙겼어
개잘그리신다... 게임 안에서 저정도라니...
